"subID","pure_cv_m","pure_cv_rt","pure_oe_m","pure_oe_rt","altrun_m","altrun_rt","shuff_m","shuff_rt","switch_altrun_m","switch_altrun_rt","switch_shuff_m","switch_shuff_rt","no_switch_altrun_m","no_switch_altrun_rt","no_switch_shuff_m","no_switch_shuff_rt","Z_cv_rt","Z_oe_rt","z_alt_run_rt","z_shuff_rt","z_switch_altrun_rt","z_switch_shuff_rt","z_no_switch_altrun_rt","z_no_switch_shuff_rt"
1,0.989583333333333,726.052631578947,0.947368421052632,920.888888888889,0.990909090909091,1557.16513761468,0.927927927927928,1344.61165048544,0.981818181818182,1557.57407407407,0.929824561403509,1449.09433962264,1,1556.76363636364,0.925925925925926,1233.86,-0.497609058345298,-0.294907105518362,0.367056124194807,0.145921682812402,0.367481569746092,0.254622421664259,0.366638414017182,0.0306988996294342
2,0.979166666666667,576.840425531915,0.96875,726.774193548387,0.966666666666667,940.620689655172,0.975,1042.81196581197,0.966101694915254,928.947368421053,0.950819672131147,1096.31034482759,0.967213114754098,951.898305084746,1,990.220338983051,-0.65284508047456,-0.496858366342123,-0.27437871617574,-0.168061896478744,-0.286523298723167,-0.112403745119928,-0.262645814392634,-0.222776689339952
3,0.947368421052632,597.766666666667,0.958333333333333,672.304347826087,0.914529914529915,1514.08411214953,0.896551724137931,1291.88461538462,0.898305084745763,1520.66037735849,0.833333333333333,1394.72,0.931034482758621,1507.62962962963,0.964285714285714,1196.66666666667,-0.631074030250608,-0.553527203295444,0.322235883279994,0.0910660151390655,0.329077637574438,0.198052946468217,0.315520828139151,-0.00799595831385232
4,1,852.75,0.979166666666667,748.595744680851,1,1739.00840336134,0.983193277310924,1545.12820512821,1,1768.8813559322,0.967213114754098,1618.47457627119,1,1709.63333333333,1,1470.51724137931,-0.365796815841958,-0.474155861739878,0.55624054799864,0.354533251117992,0.587319495554007,0.43084067391867,0.52567958290253,0.276910183096612
5,0.916666666666667,735.420454545455,0.96875,701.806451612903,0.915966386554622,1229.70642201835,0.932773109243697,1293.62162162162,0.898305084745763,1239.03773584906,0.916666666666667,1311.38181818182,0.933333333333333,1220.875,0.949152542372881,1276.17857142857,-0.487863048874241,-0.522834075986097,0.0263776383830723,0.0928731457069331,0.0360856648153221,0.111350335604988,0.0171896847954073,0.0747259056284864
6,0.989473684210526,940.223404255319,0.978947368421053,883.655913978495,0.973913043478261,1428.45535714286,0.991228070175439,1521.75221238938,1,1588.38181818182,1,1797.26785714286,0.95,1274.14035087719,0.982758620689655,1251.0701754386,-0.274792040304893,-0.333643205400877,0.233150226956895,0.330213550858659,0.399533047120235,0.61685198251905,0.0726054004834959,0.0486038636133617
7,1,745.34375,0.895833333333333,790.383720930233,0.949579831932773,1729.27433628319,0.966101694915254,1583.92105263158,0.915254237288136,1664.98148148148,0.966666666666667,1742.68965517241,0.983333333333333,1788.1186440678,0.96551724137931,1419.48214285714,-0.477539142046596,-0.430680871471714,0.546113508848261,0.394892196897485,0.4792251000836,0.560070414889198,0.607333408395578,0.22381475683464
8,1,840.75,0.989583333333333,845.873684210526,0.966666666666667,1594.50862068966,0.991666666666667,1690.70588235294,0.949152542372881,1708.17857142857,1,1749.70491803279,0.983606557377049,1488.41666666667,0.983050847457627,1628.65517241379,-0.378281265438287,-0.372950733998802,0.405907193544881,0.50598801558989,0.524166091096308,0.567368889521308,0.295532222496882,0.441432268868916
9,1,517.40625,0.947916666666667,551.395604395604,0.991666666666667,1164.18487394958,0.983333333333333,1034.30508474576,0.983050847457627,1187.79310344828,0.967213114754098,1043.15254237288,1,1141.73770491803,1,1025.45762711864,-0.714678661201854,-0.679317129388215,-0.0417890669784235,-0.176912207136491,-0.017227754375505,-0.167707570569707,-0.0651424461746411,-0.186116843703276
10,0.989583333333333,812.389473684211,0.97752808988764,1442.2183908046,0.990476190476191,2011.96153846154,0.989690721649485,2122.38541666667,0.980769230769231,1882.50980392157,0.979591836734694,2389.08333333333,1,2136.52830188679,1,1855.6875,-0.407786728881188,0.247468885293776,0.840213019441822,0.955094797915408,0.705535214856695,1.23255952275464,0.969808642721851,0.677630073076176
11,0.979166666666667,617.074468085106,0.947916666666667,782.417582417582,0.983193277310924,1182.35897435897,0.991596638655462,1016.85593220339,0.983050847457627,1250.15517241379,1,1057.44262295082,0.983333333333333,1115.71186440678,0.982758620689655,973.421052631579,-0.610986757448573,-0.438968609366593,-0.0228812636017822,-0.195065795920983,0.0476519211847246,-0.152840588011145,-0.0922189706800432,-0.240254176315722
12,0.979166666666667,606.595744680851,0.958333333333333,639.978260869565,0.957983193277311,1097.37719298246,0.974358974358974,1238.61403508772,0.949152542372881,1127.69642857143,0.95,1335.15789473684,0.966666666666667,1068.10344827586,1,1142.0701754386,-0.62188851529643,-0.587158320233379,-0.111293827451894,0.0356448589154184,-0.0797505800760829,0.136086271384125,-0.141749376642332,-0.0647965535532878
15,0.895833333333333,474.267441860465,0.78125,514.173333333333,0.733333333333333,656.465909090909,0.733333333333333,623.545454545455,0.728813559322034,685.744186046512,0.770491803278688,669.808510638298,0.737704918032787,628.488888888889,0.694915254237288,570.512195121951,-0.759559017523829,-0.718042093299698,-0.570005052468265,-0.604254532090011,-0.539544788058302,-0.55612379942641,-0.599111527348897,-0.659428786606822
16,0.98936170212766,940.645161290323,0.979166666666667,930.287234042553,1,2017.3619047619,1,2707.75490196078,1,2014.84615384615,1,2907.67346938776,1,2019.83018867925,1,2522.92452830189,-0.274353256601109,-0.285129341655044,0.845831402848375,1.56409611744733,0.843214089056324,1.77208555731502,0.848399333361331,1.37180399379608
