"mean_cv_rt","mean_oe_rt","pure_RT","switch_altrun_rt","non_altrun_rt","switch_rand_rt","non_rand_rt","global_cost_alt_RT","global_cost_rand_RT","local_switch_cost_alt_RT","local_switch_cost_rand_RT"
726.052631578947,920.888888888889,823.470760233918,1510.77358490566,1556.76363636364,1449.09433962264,1176,733.292876129718,352.529239766082,-45.9900514579761,273.094339622641
576.840425531915,690.869565217391,633.854995374653,928.947368421053,951.898305084746,1096.31034482759,990.220338983051,318.043309710093,356.365343608398,-22.9509366636931,106.090005844535
597.766666666667,672.304347826087,635.035507246377,1520.66037735849,1507.62962962963,1394.72,1196.66666666667,872.594122383253,561.63115942029,13.0307477288611,198.053333333333
852.75,748.595744680851,800.672872340426,1768.8813559322,1671.45762711864,1618.47457627119,1470.51724137931,870.784754778218,669.844369038885,97.4237288135594,147.957334891876
735.420454545455,701.806451612903,718.613453079179,1239.03773584906,1220.875,1311.38181818182,1276.17857142857,502.261546920821,557.565118349392,18.1627358490566,35.203246753247
940.223404255319,883.655913978495,911.939659116907,1588.38181818182,1274.14035087719,1714.16666666667,1251.0701754386,362.200691760286,339.13051632169,314.241467304625,463.09649122807
745.34375,751.705882352941,748.524816176471,1664.98148148148,1788.1186440678,1742.68965517241,1373.32727272727,1039.59382789133,624.802456550802,-123.137162586315,369.362382445141
840.75,845.873684210526,843.311842105263,1665.98181818182,1488.41666666667,1749.70491803279,1628.65517241379,645.104824561404,785.34333030853,177.565151515151,121.049745618994
517.40625,551.395604395604,534.400927197802,1187.79310344828,1141.73770491803,1043.15254237288,1025.45762711864,607.33677772023,491.056699920842,46.0553985302431,17.6949152542372
812.389473684211,1442.2183908046,1127.3039322444,1796.34693877551,2063.86274509804,2354.6170212766,1855.6875,936.558812853635,728.383567755596,-267.515806322529,498.929521276596
617.074468085106,782.417582417582,699.746025251344,1250.15517241379,1115.71186440678,1057.44262295082,973.421052631579,415.965839155435,273.675027380235,134.443308007013,84.0215703192407
606.595744680851,639.978260869565,623.287002775208,1127.69642857143,1068.10344827586,1335.15789473684,1142.0701754386,444.816445500654,518.783172663388,59.5929802955666,193.087719298246
682.073684210526,773.946808510638,728.010246360582,1700.79310344828,1592.74137931034,1639.48333333333,1479.27586206897,864.731132949763,751.265615708383,108.051724137931,160.207471264368
711.631578947368,902.623655913978,807.127617430673,1475.14545454545,1422.71929824561,1586.37931034483,1412.47272727273,615.591680814941,605.345109842054,52.4261562998406,173.9065830721
474.267441860465,514.173333333333,494.220387596899,685.744186046512,628.488888888889,669.808510638298,570.512195121951,134.26850129199,76.291807525052,57.2552971576226,99.2963155163467
940.645161290323,930.287234042553,935.466197666438,2014.84615384615,2019.83018867925,2885.1875,2522.92452830189,1084.36399101281,1587.45833063545,-4.98403483309153,362.262971698113
556.505376344086,534.923913043478,545.714644693782,1898.30909090909,1694.47457627119,1790.98,1292.12727272727,1148.7599315774,746.412628033491,203.834514637904,498.852727272727
767.434782608696,931.870967741935,849.652875175316,1292,1384.24137931034,1506.06896551724,1316.49056603774,534.588504135029,466.83769086242,-92.2413793103449,189.578399479506
727.915789473684,787.54347826087,757.729633867277,1415.01818181818,1444.33898305085,1109.28846153846,1078.74074074074,686.609349183571,321.011106873464,-29.3208012326656,30.5477207977208
763.958333333333,917.290322580645,840.624327956989,1501.57142857143,1401.23333333333,1617.44827586207,1480.10909090909,560.609005376344,639.484762952102,100.338095238095,137.339184952978
480.195652173913,510.494736842105,495.345194508009,974.736842105263,889.95,1208.61016949153,1102.3275862069,394.604805491991,606.982391698887,84.7868421052631,106.282583284629
636.484210526316,760.684210526316,698.584210526316,1752.01785714286,1402.3,1813.71698113208,1653.29824561404,703.715789473684,954.714035087719,349.717857142857,160.41873551804
497.442105263158,658.012345679012,577.727225471085,1253.04,974.706896551724,1102.10169491525,933.980392156863,396.979671080639,356.253166685778,278.333103448276,168.121302758391
661.957894736842,718.322580645161,690.140237691002,1786.98076923077,1656.80392156863,1873.33928571429,1570.52830188679,966.663683877626,880.388064195791,130.176847662142,302.810983827493
543.294736842105,591.279569892473,567.287153367289,1256.35087719298,1217.50847457627,1155.37931034483,1134.89830508475,650.221321208982,567.611151717457,38.8424026167111,20.4810052600819
588.884210526316,690.244680851064,639.56444568869,1199.01851851852,1074.83050847458,1308.10169491525,919.684210526316,435.266062785886,280.119764837626,124.188010043942,388.417484388938
717.360465116279,962.883116883117,840.121790999698,1262.59574468085,1394.21568627451,1385.91379310345,1236.94230769231,554.093895274812,396.82051669261,-131.619941593659,148.971485411141
679.173913043478,677.651685393258,678.412799218368,1435.94230769231,1379.32142857143,1676.18867924528,1288.27272727273,700.90862935306,609.859928054359,56.620879120879,387.915951972556
549.505263157895,645.709677419355,597.607470288625,1187.05357142857,1271.85245901639,1335.32727272727,1214.08620689655,674.244988727768,616.478736607927,-84.798887587822,121.241065830721
646.811111111111,635.159090909091,640.985101010101,1646,1788.24074074074,2010.38596491228,1768.78571428571,1147.25563973064,1127.80061327561,-142.240740740741,241.600250626567
628.094736842105,666.715789473684,647.405263157895,1441.89655172414,1477.24590163934,1478.4262295082,1210.92857142857,829.84063848145,563.523308270677,-35.3493499152064,267.497658079625
704.448979591837,704.140350877193,704.294665234515,212.875,236.148148148148,590.27027027027,575.172413793103,-468.146517086367,-129.122251441411,-23.2731481481482,15.0978564771668
777.81914893617,755.010526315789,766.41483762598,1499.77777777778,1510.28813559322,1603.20338983051,1482.32142857143,743.873297967241,715.906590945449,-10.5103578154426,120.88196125908
